gndr,ethnic,insulin,noninsulin,metformin,hf,cardio,cerebr,periph,cursmok,unq_id
NA,white,0,1,1,1,0,0,1,0,612
female,NA,1,1,1,0,0,0,0,1,613
male,black,0,0,0,0,1,0,0,1,614
male,black,0,0,0,0,0,1,0,1,615
male,black,0,0,0,0,0,0,1,1,616
female,other,1,0,0,0,0,0,1,0,617
female,other,1,0,0,0,1,0,0,0,618
female,other,1,0,0,0,0,1,0,0,619
male,asian,1,0,0,0,0,0,0,0,620
female,black,0,0,0,1,0,0,1,0,621
female,black,0,0,0,1,1,0,0,0,622
female,black,0,0,0,1,0,1,0,0,623
female,NA,1,1,1,0,0,0,0,0,624
female,black,0,1,1,1,0,0,0,0,625
female,black,0,1,0,0,0,0,0,1,626
male,NA,0,1,0,0,0,1,0,0,627
male,NA,0,1,0,0,1,0,0,0,628
male,NA,0,1,0,0,0,0,1,0,629
NA,other,0,1,1,0,0,0,0,0,630
female,asian,1,0,0,1,0,1,0,1,631
female,asian,1,0,0,1,0,0,1,1,632
female,asian,1,0,0,1,1,0,0,1,633
NA,asian,0,1,1,0,0,0,0,0,634
female,black,0,1,1,1,1,0,0,1,635
female,black,0,1,1,1,0,0,1,1,636
female,black,0,1,1,1,0,1,0,1,637
female,NA,0,1,0,0,0,1,0,0,638
female,NA,0,1,0,0,0,0,1,0,639
female,NA,0,1,0,0,1,0,0,0,640
NA,white,0,1,0,1,0,0,0,1,641
female,white,1,1,0,1,0,1,0,1,642
female,white,1,1,0,1,1,0,0,1,643
female,white,1,1,0,1,0,0,1,1,644
female,other,0,0,0,1,0,0,0,0,645
female,other,0,1,1,1,0,0,0,0,646
NA,black,1,1,1,0,1,0,0,0,647
NA,white,1,0,0,0,0,0,0,0,648
female,NA,0,1,1,1,0,0,0,0,649
female,other,0,1,0,0,0,0,1,1,650
female,other,0,1,0,0,1,0,0,1,651
NA,asian,1,0,0,0,0,0,1,0,652
NA,asian,1,0,0,0,1,0,0,0,653
NA,asian,1,0,0,0,0,1,0,0,654
NA,white,1,1,0,0,0,0,0,1,655
NA,asian,0,1,0,1,0,0,0,0,656
male,other,1,1,0,0,0,0,0,1,657
NA,white,0,0,0,0,0,0,0,1,658
male,NA,0,0,0,0,0,0,0,0,659
male,white,1,1,0,0,0,1,0,0,660
male,white,1,1,0,0,1,0,0,0,661
male,white,1,1,0,0,0,0,1,0,662
female,NA,1,0,0,1,1,0,0,1,663
female,NA,1,0,0,1,0,1,0,1,664
male,NA,0,0,0,1,0,0,0,1,665
female,other,0,0,0,1,1,0,0,1,666
NA,black,0,1,1,0,0,0,1,0,667
NA,black,0,1,1,0,1,0,0,0,668
NA,black,0,1,1,0,0,1,0,0,669
NA,white,1,0,0,0,0,0,0,1,670
female,asian,0,0,0,0,1,0,0,1,671
female,asian,0,0,0,0,0,1,0,1,672
female,asian,0,0,0,0,0,0,1,1,673
NA,asian,1,1,1,0,0,0,1,0,674
NA,asian,1,1,1,0,0,1,0,0,675
NA,asian,1,1,1,0,1,0,0,0,676
female,black,0,0,0,0,1,0,0,0,677
female,black,0,0,0,0,0,1,0,0,678
female,black,0,0,0,0,0,0,1,0,679
male,asian,1,1,1,1,0,0,0,0,680
NA,asian,1,0,0,1,0,0,0,0,681
male,NA,0,0,0,0,0,1,0,1,682
male,NA,0,0,0,0,1,0,0,1,683
male,NA,0,0,0,0,0,0,1,1,684
male,other,1,0,0,0,0,0,0,0,685
NA,white,1,0,0,1,0,1,0,1,686
NA,white,1,0,0,1,1,0,0,1,687
NA,white,1,0,0,1,0,0,1,1,688
female,asian,0,1,0,1,1,0,0,1,689
female,asian,0,1,0,1,0,1,0,1,690
female,white,0,1,0,1,1,0,0,1,691
female,white,0,1,0,1,0,0,1,1,692
female,white,0,1,0,1,0,1,0,1,693
female,asian,0,0,0,1,0,0,0,1,694
male,black,0,1,0,1,0,1,0,0,695
male,black,0,1,0,1,1,0,0,0,696
male,black,0,1,0,1,0,0,1,0,697
male,asian,0,0,0,0,1,0,0,1,698
male,asian,0,0,0,0,0,1,0,1,699
male,asian,0,0,0,0,0,0,1,1,700
NA,asian,1,1,0,0,0,0,0,1,701
NA,other,1,1,1,0,0,0,1,0,702
NA,other,1,1,1,0,1,0,0,0,703
NA,white,0,1,0,1,1,0,0,0,704
NA,white,0,1,0,1,0,0,1,0,705
NA,white,0,1,0,1,0,1,0,0,706
male,white,1,1,0,0,1,0,0,1,707
NA,other,1,1,1,0,0,0,1,1,708
NA,other,1,1,1,0,1,0,0,1,709
NA,other,1,1,1,0,0,1,0,1,710
female,other,1,0,0,1,1,0,0,0,711
female,other,1,0,0,1,0,1,0,0,712
female,other,1,0,0,1,0,0,1,0,713
male,asian,1,0,0,1,0,0,0,0,714
female,asian,1,1,1,1,0,0,0,0,715
male,NA,1,0,0,0,0,0,0,0,716
NA,NA,1,1,1,0,0,0,0,1,717
NA,other,0,1,0,0,0,0,0,0,718
female,NA,0,1,1,0,0,0,0,1,719
female,asian,0,1,1,0,0,1,0,1,720
female,asian,0,1,1,0,1,0,0,1,721
female,asian,0,1,1,0,0,0,1,1,722
female,black,1,1,1,1,0,1,0,1,723
female,NA,1,0,0,0,1,0,0,0,724
male,asian,1,0,0,1,0,0,1,1,725
male,asian,1,0,0,1,0,1,0,1,726
male,asian,1,0,0,1,1,0,0,1,727
male,other,1,1,1,1,0,0,1,0,728
male,other,1,1,1,1,0,1,0,0,729
male,other,1,1,1,1,1,0,0,0,730
male,NA,1,0,0,1,0,0,0,1,731
male,asian,1,1,1,1,0,0,0,1,732
female,asian,1,1,1,1,0,0,0,1,733
NA,white,1,0,0,1,1,0,0,0,734
NA,white,1,0,0,1,0,0,1,0,735
NA,white,1,0,0,1,0,1,0,0,736
NA,other,0,1,1,1,1,0,0,0,737
NA,other,0,1,1,1,0,0,1,0,738
NA,other,0,1,1,1,0,1,0,0,739
male,black,1,0,0,0,0,0,0,1,740
NA,asian,1,1,1,0,0,0,0,1,741
female,black,1,0,0,1,1,0,0,1,742
female,black,1,0,0,1,0,0,1,1,743
female,black,1,0,0,1,0,1,0,1,744
male,white,0,1,0,0,0,1,0,1,745
male,white,0,1,0,0,0,0,1,1,746
male,white,0,1,0,0,1,0,0,1,747
female,asian,0,1,0,0,0,0,1,1,748
female,asian,0,1,0,0,0,1,0,1,749
female,asian,0,1,0,0,1,0,0,1,750
male,other,0,1,1,1,0,0,0,1,751
NA,asian,0,1,0,0,0,0,1,0,752
NA,asian,0,1,0,0,0,1,0,0,753
NA,asian,0,1,0,0,1,0,0,0,754
female,other,0,1,0,1,0,0,0,1,755
NA,white,1,0,0,0,0,0,1,1,756
NA,white,1,0,0,0,0,1,0,1,757
NA,white,1,0,0,0,1,0,0,1,758
female,other,1,1,1,1,0,0,0,0,759
male,black,1,0,0,0,1,0,0,0,760
male,black,1,0,0,0,0,0,1,0,761
male,black,1,0,0,0,0,1,0,0,762
male,black,1,1,1,1,0,0,0,0,763
NA,other,1,1,1,0,0,0,0,1,764
male,NA,1,0,0,0,1,0,0,0,765
male,white,1,1,0,1,0,0,0,1,766
female,NA,1,0,0,0,0,0,0,0,767
NA,other,1,0,0,0,0,0,0,0,768
female,NA,0,1,0,1,0,0,0,0,769
NA,black,1,1,1,0,0,0,0,1,770
female,other,1,0,0,0,0,0,0,1,771
female,other,0,0,0,0,0,1,0,0,772
female,other,0,0,0,0,1,0,0,0,773
male,white,1,1,0,0,0,0,0,1,774
male,NA,0,0,0,0,1,0,0,0,775
male,NA,0,0,0,0,0,0,0,1,776
male,other,1,0,0,1,0,0,0,0,777
male,NA,1,1,1,1,1,0,0,1,778
NA,asian,0,1,0,0,0,0,0,1,779
NA,asian,1,1,1,1,0,0,1,0,780
male,asian,1,1,1,1,1,0,0,1,781
male,asian,1,1,1,1,0,0,1,1,782
male,asian,1,1,1,1,0,1,0,1,783
NA,white,0,1,0,1,0,0,1,1,784
NA,white,0,1,0,1,1,0,0,1,785
NA,NA,0,1,1,1,0,1,0,0,786
NA,NA,0,1,1,1,1,0,0,0,787
NA,black,0,1,0,0,0,0,0,0,788
NA,asian,0,1,1,1,0,0,1,0,789
NA,asian,0,1,1,1,0,1,0,0,790
NA,asian,0,1,1,1,1,0,0,0,791
NA,white,1,1,0,0,1,0,0,1,792
NA,white,1,1,0,0,0,1,0,1,793
NA,white,1,1,0,0,0,0,1,1,794
female,asian,1,0,0,0,0,1,0,1,795
female,asian,1,0,0,0,1,0,0,1,796
female,asian,1,0,0,0,0,0,1,1,797
female,NA,1,1,0,0,0,0,0,0,798
male,other,1,1,0,0,0,0,0,0,799
male,other,0,1,1,1,1,0,0,1,800
male,other,0,1,1,1,0,1,0,1,801
male,other,0,1,1,1,0,0,1,1,802
female,black,1,1,0,0,1,0,0,1,803
female,black,1,1,0,0,0,0,1,1,804
female,black,1,1,0,0,0,1,0,1,805
male,NA,0,1,1,1,0,0,0,1,806
female,black,1,0,0,1,0,1,0,0,807
female,black,1,0,0,1,1,0,0,0,808
female,black,1,0,0,1,0,0,1,0,809
NA,NA,1,0,0,0,0,1,0,1,810
NA,NA,1,0,0,0,0,0,1,1,811
NA,NA,1,0,0,0,1,0,0,1,812
male,black,0,1,0,0,0,0,1,1,813
male,black,0,1,0,0,0,1,0,1,814
male,black,0,1,0,0,1,0,0,1,815
NA,asian,1,1,1,0,0,0,1,1,816
NA,asian,1,1,1,0,1,0,0,1,817
NA,asian,1,1,1,0,0,1,0,1,818
male,NA,0,1,1,1,0,1,0,1,819
male,NA,0,1,1,1,1,0,0,1,820
NA,asian,1,0,0,0,0,0,0,1,821
NA,asian,1,1,0,0,0,1,0,0,822
NA,asian,1,1,0,0,0,0,1,0,823
NA,asian,1,1,0,0,1,0,0,0,824
male,NA,0,1,1,1,0,0,0,0,825
female,NA,1,1,0,0,1,0,0,1,826
female,NA,1,1,0,0,0,0,1,1,827
female,NA,1,1,0,0,0,1,0,1,828
female,black,0,1,0,1,1,0,0,1,829
female,black,0,1,0,1,0,0,1,1,830
female,black,0,1,0,1,0,1,0,1,831
male,asian,0,1,0,1,0,0,0,1,832
male,black,1,0,0,1,1,0,0,0,833
male,black,1,0,0,1,0,0,1,0,834
male,other,0,0,0,1,0,0,0,0,835
male,other,0,1,0,1,0,0,1,0,836
male,other,0,1,0,1,1,0,0,0,837
male,other,0,1,0,1,0,1,0,0,838
male,black,1,1,1,1,1,0,0,1,839
NA,other,0,1,0,0,0,0,0,1,840
male,NA,1,0,0,0,0,0,0,1,841
female,black,0,1,0,1,0,0,0,1,842
male,asian,1,1,0,0,1,0,0,0,843
male,asian,1,1,0,0,0,0,1,0,844
NA,asian,1,1,0,1,0,0,0,0,845
NA,other,0,1,1,0,0,1,0,0,846
NA,other,0,1,1,0,0,0,1,0,847
NA,other,0,1,1,0,1,0,0,0,848
male,black,1,1,1,1,0,0,0,1,849
NA,black,1,0,0,1,0,0,0,0,850
NA,asian,0,1,1,0,1,0,0,0,851
NA,asian,0,1,1,0,0,0,1,0,852
female,other,0,0,0,0,1,0,0,1,853
female,other,0,0,0,0,0,0,1,1,854
male,black,1,1,0,0,0,1,0,1,855
male,black,1,1,0,0,1,0,0,1,856
NA,asian,0,1,0,1,0,1,0,0,857
NA,asian,0,1,0,1,0,0,1,0,858
NA,asian,0,1,0,1,1,0,0,0,859
NA,asian,0,0,0,1,1,0,0,1,860
NA,asian,0,0,0,1,0,1,0,1,861
NA,asian,0,0,0,1,0,0,1,1,862
female,NA,0,1,1,0,0,1,0,1,863
female,NA,0,1,1,0,1,0,0,1,864
female,NA,0,1,1,0,0,0,1,1,865
female,asian,1,0,0,1,0,0,0,0,866
female,black,1,1,0,1,1,0,0,0,867
female,black,1,1,0,1,0,0,1,0,868
female,black,1,1,0,1,0,1,0,0,869
male,NA,1,1,1,0,1,0,0,1,870
male,NA,1,1,1,0,0,0,1,1,871
male,NA,1,1,1,0,0,1,0,1,872
female,black,1,1,0,0,0,0,0,1,873
NA,asian,0,0,0,0,0,0,0,0,874
male,other,1,0,0,1,1,0,0,1,875
male,other,1,0,0,1,0,1,0,1,876
male,other,1,0,0,1,0,0,1,1,877
female,NA,0,0,0,1,0,0,0,1,878
NA,white,0,1,1,1,0,1,0,1,879
NA,white,0,1,1,1,0,0,1,1,880
female,other,0,0,0,1,0,0,0,1,881
NA,NA,1,1,1,0,0,0,1,0,882
NA,NA,1,1,1,0,1,0,0,0,883
male,NA,0,0,0,1,0,0,0,0,884
NA,asian,1,0,0,1,1,0,0,0,885
NA,black,1,0,0,0,0,0,0,1,886
NA,black,0,0,0,0,0,0,0,0,887
NA,asian,0,0,0,0,0,1,0,1,888
NA,asian,0,0,0,0,1,0,0,1,889
NA,asian,0,0,0,0,0,0,1,1,890
male,other,0,0,0,0,1,0,0,1,891
male,NA,1,1,0,0,0,0,0,0,892
NA,white,0,1,1,0,0,0,1,1,893
NA,white,0,1,1,0,1,0,0,1,894
NA,white,0,1,1,0,0,1,0,1,895
male,black,1,1,0,0,0,0,0,1,896
female,other,0,1,1,1,1,0,0,1,897
female,other,0,1,1,1,0,1,0,1,898
female,other,0,1,1,1,0,0,1,1,899
female,NA,1,0,0,0,0,0,0,1,900
male,NA,0,1,0,0,0,0,0,1,901
male,asian,1,1,0,0,0,0,0,1,902
male,other,1,0,0,1,0,1,0,0,903
male,other,1,0,0,1,1,0,0,0,904
male,other,1,0,0,1,0,0,1,0,905
female,black,1,1,1,1,0,0,0,1,906
male,other,0,1,0,0,1,0,0,1,907
male,other,0,1,0,0,0,1,0,1,908
NA,black,0,1,1,1,0,0,0,0,909
female,white,1,1,0,1,0,0,0,1,910
male,black,1,0,0,1,0,0,0,0,911
female,other,1,1,0,0,1,0,0,1,912
female,other,1,1,0,0,0,1,0,1,913
female,other,1,1,0,0,0,0,1,1,914
NA,other,1,0,0,1,0,0,0,0,915
female,NA,0,1,0,0,0,0,0,1,916
male,NA,1,0,0,1,0,1,0,1,917
female,NA,0,1,0,1,1,0,0,0,918
female,NA,0,1,0,1,0,0,1,0,919
female,NA,0,0,0,1,0,0,1,0,920
female,NA,0,0,0,1,1,0,0,0,921
female,NA,0,0,0,1,0,1,0,0,922
NA,other,1,1,1,1,0,0,0,0,923
male,other,0,1,0,1,0,0,0,1,924
male,asian,1,1,0,1,0,0,0,1,925
female,NA,1,1,0,0,1,0,0,0,926
female,NA,1,1,0,0,0,1,0,0,927
NA,asian,1,0,0,1,1,0,0,1,928
NA,asian,1,0,0,1,0,1,0,1,929
NA,black,1,1,0,0,0,0,0,0,930
male,black,0,1,0,1,0,1,0,1,931
male,black,0,1,0,1,1,0,0,1,932
male,black,0,1,0,1,0,0,1,1,933
female,asian,0,1,0,1,0,0,0,1,934
female,black,1,1,0,1,0,0,0,0,935
male,NA,1,0,0,0,1,0,0,1,936
male,NA,1,0,0,0,0,0,1,1,937
male,NA,1,0,0,0,0,1,0,1,938
male,other,1,0,0,1,0,0,0,1,939
female,NA,1,1,1,1,0,0,0,0,940
male,asian,0,1,0,0,1,0,0,1,941
male,asian,0,1,0,0,0,1,0,1,942
male,asian,0,1,0,0,0,0,1,1,943
female,NA,0,0,0,0,0,1,0,1,944
female,NA,0,0,0,0,1,0,0,1,945
female,NA,0,0,0,0,0,0,1,1,946
female,NA,0,1,0,1,0,0,0,1,947
NA,NA,1,1,1,0,0,0,0,0,948
male,black,1,1,0,0,0,1,0,0,949
male,black,1,1,0,0,0,0,1,0,950
NA,black,1,1,0,0,0,0,1,0,951
NA,black,1,1,0,0,1,0,0,0,952
NA,black,1,1,0,0,0,1,0,0,953
NA,NA,1,1,0,0,0,0,1,0,954
NA,NA,1,1,0,0,1,0,0,0,955
NA,NA,1,1,0,0,0,1,0,0,956
NA,asian,1,1,0,1,1,0,0,0,957
NA,asian,1,1,0,1,0,1,0,0,958
NA,asian,1,1,0,1,0,0,1,0,959
male,NA,0,0,0,1,0,0,1,0,960
male,NA,0,0,0,1,1,0,0,0,961
male,NA,0,1,0,1,1,0,0,0,962
male,NA,0,1,0,1,0,1,0,0,963
male,white,1,1,0,1,1,0,0,0,964
male,white,1,1,0,1,0,1,0,0,965
female,other,1,1,0,0,1,0,0,0,966
male,NA,0,1,0,1,0,0,0,1,967
NA,other,0,1,1,0,0,0,0,1,968
female,asian,1,1,0,1,0,0,0,1,969
NA,other,1,1,0,0,1,0,0,1,970
NA,other,1,1,0,0,0,0,1,1,971
NA,other,1,1,0,0,0,1,0,1,972
female,other,1,1,0,1,0,0,0,0,973
NA,other,1,1,0,0,1,0,0,0,974
NA,other,1,1,0,0,0,0,1,0,975
NA,other,1,1,0,0,0,1,0,0,976
female,other,1,1,0,0,0,0,0,1,977
NA,NA,0,1,0,0,0,0,0,0,978
female,NA,1,1,0,0,0,0,0,1,979
NA,NA,1,1,1,1,0,0,0,0,980
NA,asian,0,1,1,1,0,0,0,0,981
NA,asian,0,0,0,1,0,0,0,0,982
male,other,1,1,0,1,0,0,0,0,983
female,NA,1,1,1,1,0,0,0,1,984
NA,black,1,0,0,1,0,0,0,1,985
female,NA,0,0,0,1,0,1,0,1,986
female,NA,1,0,0,1,0,0,0,1,987
male,black,0,1,0,1,0,0,0,1,988
NA,asian,1,0,0,0,0,0,1,1,989
NA,asian,1,0,0,0,1,0,0,1,990
male,other,1,1,0,0,1,0,0,0,991
NA,white,1,1,0,1,0,1,0,1,992
NA,white,1,1,0,1,0,0,1,1,993
NA,white,1,1,0,1,1,0,0,1,994
male,NA,1,1,0,0,1,0,0,0,995
male,NA,1,1,0,0,0,0,1,0,996
NA,black,1,1,1,1,1,0,0,1,997
NA,black,1,1,1,1,0,0,1,1,998
NA,white,1,1,0,1,0,0,0,1,999
NA,black,1,1,1,1,0,1,0,0,1000
NA,black,1,1,1,1,1,0,0,0,1001
NA,black,1,1,1,1,0,0,1,0,1002
male,asian,1,1,0,0,0,1,0,1,1003
male,asian,1,1,0,0,0,0,1,1,1004
male,asian,1,1,0,0,1,0,0,1,1005
NA,asian,1,1,1,1,0,0,0,1,1006
NA,other,1,0,0,1,0,0,0,1,1007
male,NA,1,0,0,1,0,0,1,0,1008
male,NA,1,0,0,1,0,1,0,0,1009
male,NA,1,0,0,1,1,0,0,0,1010
